CITY,Latitude,Longitude,PROVINCE,,,YEAR,VIOLATIONS,INCIDENTS,RATES
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2012,Total violent Criminal Code violations [100],1119,1122.25
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2012,Total property crime violations [200],4375,4387.72
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2012,Total other Criminal Code violations [300],1060,1063.08
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2012,Total violent Criminal Code violations [100],,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2012,Total property crime violations [200],,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2012,Total other Criminal Code violations [300],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2012,Total violent Criminal Code violations [100],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2012,Total property crime violations [200],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2012,Total other Criminal Code violations [300],,
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",520,8255.28
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2012,Total violent Criminal Code violations [100],112,1778.06
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2012,Total property crime violations [200],318,5048.42
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2012,Total other Criminal Code violations [300],90,1428.8
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2012,Total violent Criminal Code violations [100],,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2012,Total property crime violations [200],,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2012,Total other Criminal Code violations [300],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2012,Total violent Criminal Code violations [100],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2012,Total property crime violations [200],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2012,Total other Criminal Code violations [300],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2012,Total violent Criminal Code violations [100],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2012,Total property crime violations [200],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2012,Total other Criminal Code violations [300],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",555,14378.24
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2012,Total violent Criminal Code violations [100],129,3341.97
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2012,Total property crime violations [200],314,8134.72
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2012,Total other Criminal Code violations [300],112,2901.55
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",328,7369.13
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2012,Total violent Criminal Code violations [100],62,1392.95
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2012,Total property crime violations [200],187,4201.3
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2012,Total other Criminal Code violations [300],79,1774.88
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2012,Total violent Criminal Code violations [100],,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2012,Total property crime violations [200],,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2012,Total other Criminal Code violations [300],,
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",1516,12173.77
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2012,Total violent Criminal Code violations [100],274,2200.27
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2012,Total property crime violations [200],849,6817.63
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2012,Total other Criminal Code violations [300],393,3155.87
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",249,6477.63
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2012,Total violent Criminal Code violations [100],65,1690.95
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2012,Total property crime violations [200],136,3537.98
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2012,Total other Criminal Code violations [300],48,1248.7
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2012,Total violent Criminal Code violations [100],,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2012,Total property crime violations [200],,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2012,Total other Criminal Code violations [300],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2012,Total violent Criminal Code violations [100],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2012,Total property crime violations [200],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2012,Total other Criminal Code violations [300],,
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",1366,11067.9
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2012,Total violent Criminal Code violations [100],348,2819.64
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2012,Total property crime violations [200],811,6571.06
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2012,Total other Criminal Code violations [300],207,1677.2
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2012,Total violent Criminal Code violations [100],,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2012,Total property crime violations [200],,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2012,Total other Criminal Code violations [300],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2012,Total violent Criminal Code violations [100],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2012,Total property crime violations [200],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2012,Total other Criminal Code violations [300],,
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2012,"Total, all Criminal Code violations (excluding traffic) [50]",24020,5939.74
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2012,Total violent Criminal Code violations [100],4744,1173.11
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2012,Total property crime violations [200],15574,3851.19
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2012,Total other Criminal Code violations [300],3702,915.44
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2012,"Total, all Criminal Code violations (excluding traffic) [50]",0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2012,Total violent Criminal Code violations [100],0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2012,Total property crime violations [200],0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2012,Total other Criminal Code violations [300],0,
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2012,"Total, all Criminal Code violations (excluding traffic) [50]",386,4920.96
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2012,Total violent Criminal Code violations [100],131,1670.07
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2012,Total property crime violations [200],191,2434.98
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2012,Total other Criminal Code violations [300],64,815.91
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2012,"Total, all Criminal Code violations (excluding traffic) [50]",1328,6471.42
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2012,Total violent Criminal Code violations [100],322,1569.12
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2012,Total property crime violations [200],808,3937.43
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2012,Total other Criminal Code violations [300],198,964.87
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2012,"Total, all Criminal Code violations (excluding traffic) [50]",1901,4780.11
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2012,Total violent Criminal Code violations [100],476,1196.91
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2012,Total property crime violations [200],1202,3022.45
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2012,Total other Criminal Code violations [300],223,560.74
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2012,Total violent Criminal Code violations [100],,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2012,Total property crime violations [200],,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2012,Total other Criminal Code violations [300],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2012,Total violent Criminal Code violations [100],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2012,Total property crime violations [200],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2012,Total other Criminal Code violations [300],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2012,Total violent Criminal Code violations [100],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2012,Total property crime violations [200],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2012,Total other Criminal Code violations [300],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2012,Total violent Criminal Code violations [100],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2012,Total property crime violations [200],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2012,Total other Criminal Code violations [300],,
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2012,"Total, all Criminal Code violations (excluding traffic) [50]",451,5927.19
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2012,Total violent Criminal Code violations [100],106,1393.09
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2012,Total property crime violations [200],287,3771.85
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2012,Total other Criminal Code violations [300],58,762.26
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2012,"Total, all Criminal Code violations (excluding traffic) [50]",173,8020.4
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2012,Total violent Criminal Code violations [100],73,3384.33
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2012,Total property crime violations [200],69,3198.89
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2012,Total other Criminal Code violations [300],31,1437.18
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2012,"Total, all Criminal Code violations (excluding traffic) [50]",162,12509.65
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2012,Total violent Criminal Code violations [100],44,3397.68
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2012,Total property crime violations [200],80,6177.61
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2012,Total other Criminal Code violations [300],38,2934.36
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2012,"Total, all Criminal Code violations (excluding traffic) [50]",,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2012,Total violent Criminal Code violations [100],,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2012,Total property crime violations [200],,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2012,Total other Criminal Code violations [300],,
Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2012,"Total, all Criminal Code violations (excluding traffic) [50]",4224,7611.5
