CITY,Latitude,Longitude,PROVINCE,,,YEAR,VIOLATIONS,INCIDENTS,RATES
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2020,Total violent Criminal Code violations [100],,
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2020,Total property crime violations [200],,
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2020,Total other Criminal Code violations [300],,
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2020,"Total, all Criminal Code violations (excluding traffic) [50]",274,5642.5
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2020,Total violent Criminal Code violations [100],79,1626.85
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2020,Total property crime violations [200],148,3047.78
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2020,Total other Criminal Code violations [300],47,967.87
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2020,Total violent Criminal Code violations [100],,
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2020,Total property crime violations [200],,
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2020,Total other Criminal Code violations [300],,
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2020,"Total, all Criminal Code violations (excluding traffic) [50]",974,4906.31
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2020,Total violent Criminal Code violations [100],284,1430.59
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2020,Total property crime violations [200],496,2498.49
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2020,Total other Criminal Code violations [300],194,977.23
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2020,"Total, all Criminal Code violations (excluding traffic) [50]",606,3293.12
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2020,Total violent Criminal Code violations [100],164,891.21
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2020,Total property crime violations [200],364,1978.05
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2020,Total other Criminal Code violations [300],78,423.87
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2020,"Total, all Criminal Code violations (excluding traffic) [50]",1403,6579.13
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2020,Total violent Criminal Code violations [100],435,2039.86
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2020,Total property crime violations [200],710,3329.43
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2020,Total other Criminal Code violations [300],258,1209.85
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2020,"Total, all Criminal Code violations (excluding traffic) [50]",549,3493.26
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2020,Total violent Criminal Code violations [100],198,1259.86
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2020,Total property crime violations [200],246,1565.28
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2020,Total other Criminal Code violations [300],105,668.11
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2020,"Total, all Criminal Code violations (excluding traffic) [50]",555,11654.77
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2020,Total violent Criminal Code violations [100],157,3296.93
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2020,Total property crime violations [200],241,5060.9
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2020,Total other Criminal Code violations [300],157,3296.93
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2020,"Total, all Criminal Code violations (excluding traffic) [50]",305,4517.18
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2020,Total violent Criminal Code violations [100],99,1466.23
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2020,Total property crime violations [200],157,2325.24
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2020,Total other Criminal Code violations [300],49,725.71
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2020,Total violent Criminal Code violations [100],,
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2020,Total property crime violations [200],,
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2020,Total other Criminal Code violations [300],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2020,Total violent Criminal Code violations [100],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2020,Total property crime violations [200],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2020,Total other Criminal Code violations [300],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2020,"Total, all Criminal Code violations (excluding traffic) [50]",314,9682.39
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2020,Total violent Criminal Code violations [100],98,3021.89
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2020,Total property crime violations [200],136,4193.65
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2020,Total other Criminal Code violations [300],80,2466.85
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2020,Total violent Criminal Code violations [100],,
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2020,Total property crime violations [200],,
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2020,Total other Criminal Code violations [300],,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2020,Total violent Criminal Code violations [100],,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2020,Total property crime violations [200],,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2020,Total other Criminal Code violations [300],,
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2020,"Total, all Criminal Code violations (excluding traffic) [50]",897,3711.37
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2020,Total violent Criminal Code violations [100],264,1092.31
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2020,Total property crime violations [200],503,2081.18
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2020,Total other Criminal Code violations [300],130,537.88
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2020,Total violent Criminal Code violations [100],,
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2020,Total property crime violations [200],,
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2020,Total other Criminal Code violations [300],,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2020,Total violent Criminal Code violations [100],,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2020,Total property crime violations [200],,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2020,Total other Criminal Code violations [300],,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2020,Total violent Criminal Code violations [100],,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2020,Total property crime violations [200],,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2020,Total other Criminal Code violations [300],,
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2020,"Total, all Criminal Code violations (excluding traffic) [50]",400,5406.14
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2020,Total violent Criminal Code violations [100],110,1486.69
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2020,Total property crime violations [200],192,2594.95
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2020,Total other Criminal Code violations [300],98,1324.5
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2020,Total violent Criminal Code violations [100],,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2020,Total property crime violations [200],,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2020,Total other Criminal Code violations [300],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2020,Total violent Criminal Code violations [100],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2020,Total property crime violations [200],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2020,Total other Criminal Code violations [300],,
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2020,"Total, all Criminal Code violations (excluding traffic) [50]",1044,5713.03
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2020,Total violent Criminal Code violations [100],358,1959.07
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2020,Total property crime violations [200],438,2396.85
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2020,Total other Criminal Code violations [300],248,1357.12
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2020,Total violent Criminal Code violations [100],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2020,Total property crime violations [200],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2020,Total other Criminal Code violations [300],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2020,Total violent Criminal Code violations [100],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2020,Total property crime violations [200],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2020,Total other Criminal Code violations [300],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2020,Total violent Criminal Code violations [100],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2020,Total property crime violations [200],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2020,Total other Criminal Code violations [300],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2020,Total violent Criminal Code violations [100],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2020,Total property crime violations [200],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2020,Total other Criminal Code violations [300],,
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2020,"Total, all Criminal Code violations (excluding traffic) [50]",1035,14874.96
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2020,Total violent Criminal Code violations [100],365,5245.76
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2020,Total property crime violations [200],445,6395.52
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2020,Total other Criminal Code violations [300],225,3233.69
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2020,Total violent Criminal Code violations [100],,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2020,Total property crime violations [200],,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2020,Total other Criminal Code violations [300],,
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2020,"Total, all Criminal Code violations (excluding traffic) [50]",270,16206.48
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2020,Total violent Criminal Code violations [100],69,4141.66
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2020,Total property crime violations [200],133,7983.19
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2020,Total other Criminal Code violations [300],68,4081.63
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2020,Total violent Criminal Code violations [100],,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2020,Total property crime violations [200],,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2020,Total other Criminal Code violations [300],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2020,Total violent Criminal Code violations [100],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2020,Total property crime violations [200],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2020,Total other Criminal Code violations [300],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2020,Total violent Criminal Code violations [100],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2020,Total property crime violations [200],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2020,Total other Criminal Code violations [300],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2020,Total violent Criminal Code violations [100],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2020,Total property crime violations [200],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2020,Total other Criminal Code violations [300],,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2020,Total violent Criminal Code violations [100],,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2020,Total property crime violations [200],,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2020,Total other Criminal Code violations [300],,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2020,Total violent Criminal Code violations [100],,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2020,Total property crime violations [200],,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2020,Total other Criminal Code violations [300],,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2020,Total violent Criminal Code violations [100],,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2020,Total property crime violations [200],,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2020,Total other Criminal Code violations [300],,
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2020,"Total, all Criminal Code violations (excluding traffic) [50]",385,33565.82
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2020,Total violent Criminal Code violations [100],134,11682.65
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2020,Total property crime violations [200],156,13600.7
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2020,Total other Criminal Code violations [300],95,8282.48
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2020,"Total, all Criminal Code violations (excluding traffic) [50]",197,
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2020,Total violent Criminal Code violations [100],55,
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2020,Total property crime violations [200],91,
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2020,Total other Criminal Code violations [300],51,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2020,"Total, all Criminal Code violations (excluding traffic) [50]",0,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2020,Total violent Criminal Code violations [100],0,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2020,Total property crime violations [200],0,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2020,Total other Criminal Code violations [300],0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2020,"Total, all Criminal Code violations (excluding traffic) [50]",0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2020,Total violent Criminal Code violations [100],0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2020,Total property crime violations [200],0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2020,Total other Criminal Code violations [300],0,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2020,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2020,Total violent Criminal Code violations [100],,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2020,Total property crime violations [200],,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2020,Total other Criminal Code violations [300],,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2020,"Total, all Criminal Code violations (excluding traffic) [50]",7,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2020,Total violent Criminal Code violations [100],1,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2020,Total property crime violations [200],4,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2020,Total other Criminal Code violations [300],2,
Nova Scotia [12],45.136499,-62.14238,,,,2021,"Total, all Criminal Code violations (excluding traffic) [50]",54734,5473.9
Nova Scotia [12],45.136499,-62.14238,,,,2021,Total violent Criminal Code violations [100],15041,1504.24
Nova Scotia [12],45.136499,-62.14238,,,,2021,Total property crime violations [200],30830,3083.28
Nova Scotia [12],45.136499,-62.14238,,,,2021,Total other Criminal Code violations [300],8863,886.38
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",1351,13982.61
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2021,Total violent Criminal Code violations [100],375,3881.18
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2021,Total property crime violations [200],703,7275.93
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2021,Total other Criminal Code violations [300],273,2825.5
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",40,
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2021,Total violent Criminal Code violations [100],10,
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2021,Total property crime violations [200],21,
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2021,Total other Criminal Code violations [300],9,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2021,Total violent Criminal Code violations [100],,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2021,Total property crime violations [200],,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2021,Total other Criminal Code violations [300],,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2021,Total violent Criminal Code violations [100],,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2021,Total property crime violations [200],,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2021,Total other Criminal Code violations [300],,
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",609,6741.2
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2021,Total violent Criminal Code violations [100],225,2490.59
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2021,Total property crime violations [200],298,3298.65
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2021,Total other Criminal Code violations [300],86,951.96
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2021,"Total, all Criminal Code violations (excluding traffic) [50]",969,26672.17
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2021,Total violent Criminal Code violations [100],270,7431.87
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2021,Total property crime violations [200],393,10817.51
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2021,Total other Criminal Code violations [300],306,8422.79
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2021,Total violent Criminal Code violations [100],,
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2021,Total property crime violations [200],,
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2021,Total other Criminal Code violations [300],,
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2021,"Total, all Criminal Code violations (excluding traffic) [50]",1802,4592.14
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2021,Total violent Criminal Code violations [100],446,1136.57
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2021,Total property crime violations [200],1077,2744.58
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2021,Total other Criminal Code violations [300],279,710.99
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2021,"Total, all Criminal Code violations (excluding traffic) [50]",1044,4814.83
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2021,Total violent Criminal Code violations [100],296,1365.12
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2021,Total property crime violations [200],579,2670.29
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2021,Total other Criminal Code violations [300],169,779.41
